8 20.6573 19.3525
12 31.7437 29.9338
16 40.6652 39.0368
24 62.0241 57.4191
32 81.8568 76.0807
48 122.751 110.969
64 158.506 112.402
96 238.913 215.912
128 314.944 290.688
192 449.473 374.949
256 587.616 508.571
384 759.062 494.075
512 939.404 624.744
768 1378.58 953.71
1024 1749.74 1099.31
1536 1707.49 890.183
2048 2505.61 1319.33
3072 3011.06 2145.68
4096 3363.31 2497.93
6144 3927.7 2471.58
8192 4771.02 3786.7
12288 5056.8 3331.64
16384 5642.89 4726.2
24576 6172.49 5892.4
