8 19.3525000053 
12 28.9858544465 
16 38.5907806371 
24 57.7158501124 
32 76.7287048169 
48 114.4216973352 
64 151.6774991529 
96 224.9076070237 
128 296.4774762212 
192 434.8573330593 
256 567.2347907678 
384 815.4797341333 
512 1043.9079582063 
768 1450.1040708537 
1024 1800.3774410077 
1536 2373.7604842463 
2048 2823.3497923528 
3072 3483.0353210764 
4096 3943.7735447017 
6144 4544.9875083781 
8192 4920.0060406935 
12288 5362.4777844776 
16384 5614.9635210909 
