16 1014.2200111211 
24 1466.9475537093 
32 1888.4251834622 
48 2649.7373329182 
64 3318.6982715083 
96 4439.5110378036 
128 5341.4932878106 
192 6703.4418417136 
256 7682.9188791747 
384 8997.6094827774 
512 9839.4676251497 
768 10855.1233987389 
1024 11445.8592620654 
1536 12104.5911859323 
2048 12463.2330820602 
3072 12843.7759821890 
4096 13042.8969404149 
6144 13248.2891868442 
8192 13353.4303655710 
12288 13460.2537376001 
16384 13514.3089132829 
