16 1856.36 1600.97
24 2540.22 1604.93
32 3706.28 3081.99
48 5840.84 5604.8
64 7906.11 7677.31
96 6281.28 6174.96
128 7608.18 7517.02
192 12409.9 1578.86
256 12564.4 11122.4
384 10823.8 10580.7
512 16969.9 2355.5
768 17915.5 16329.1
1024 18319.9 3109.6
1536 19346.9 4150.06
2048 12897.5 5295.51
3072 20161.4 4288.75
