16 1600.9700277398 
24 2026.5322895622 
32 2337.1584997864 
48 2760.2484748074 
64 3034.9535217733 
96 3370.3799647706 
128 3567.5232980383 
192 3789.1624294456 
256 3910.6403943877 
384 4040.1653416202 
512 4108.1995087811 
768 4178.5642373952 
1024 4214.6583082194 
1536 4251.3813681894 
2048 4269.9839282225 
